N,P,K,temperature,humidity,ph,rainfall,label
111.1972531,156.1413323,94.6951665,31.79599897,72.46805266,9.687515959,172.790513,Wheat
35.54961302,102.6039292,14.79111716,34.25387266,57.39080028,4.481526005,159.9280294,Wheat
147.7908216,166.9894253,43.17437472,21.64411011,78.72059426,4.458369035,60.33813371,Wheat
58.93991542,21.88023647,24.83692399,34.7365381,65.64266203,4.743588635,287.3995189,Wheat
133.4638581,187.5943947,51.66545854,43.21174671,53.43538032,10.69163634,184.5195885,Wheat
174.5037867,89.59039615,185.7669918,16.81103793,38.32214347,10.29947826,287.2926168,Wheat
64.12281359,77.4334929,181.3427912,27.5237053,81.46335426,6.666840469,268.9611767,Wheat
87.00767685,51.68643368,24.97610271,13.45600387,82.16478642,7.938462939,284.9657803,Wheat
112.3832918,3.93337246,40.09414315,34.52635262,82.49007834,8.244042869,292.6662543,Wheat
3.963075298,6.633801276,115.3883585,38.9881055,77.42637772,6.768041407,125.9661278,Wheat
184.3230438,151.8391922,71.9903227,41.99389845,86.8769471,6.076122302,69.64109908,Wheat
159.8668403,162.4288427,132.9452931,38.01165904,50.45542468,2.875426768,245.6313602,Wheat
109.5969846,187.4273562,111.4055038,15.54115724,59.92674303,6.748374793,268.1095083,Wheat
102.222447,54.03404706,141.8963854,37.53768948,45.8226845,2.374927954,217.2875912,Wheat
110.6022948,39.25370106,126.1092004,22.41526583,83.00933825,10.39228406,69.95411003,Wheat
139.8263091,168.0408821,48.82071539,23.92107457,74.45438762,5.851500826,213.8647509,Wheat
94.03290551,101.5946328,139.2721686,29.43302858,48.11181449,3.411925631,124.5531194,Wheat
29.77905778,138.0731291,25.85982098,21.13908428,40.32596137,6.501861426,219.5862497,Wheat
180.3528479,80.95543299,77.04246001,26.0503615,77.35542588,9.967036266,221.8633142,Wheat
40.10753178,11.11539806,136.802977,17.40790705,66.51484399,9.361069246,213.2612491,Wheat
30.1579768,169.9761216,146.5173156,22.89693131,83.4392134,0.97190721,187.4152719,Wheat
113.9816558,176.2107789,158.4241645,27.65452004,43.8701506,8.193347253,196.6931839,Wheat
58.70992014,81.83360541,77.08435695,29.71881513,78.29614275,9.804224393,189.8342868,Wheat
129.6193644,57.45492765,96.24515559,18.95150122,46.50523431,4.489058144,89.91048182,Wheat
59.07729181,182.9350998,177.8884936,32.51412156,70.52345231,3.682981861,274.1686395,Wheat
123.3614178,28.09768825,0,29.20508482,70.42659985,5.72988796,232.9755152,Wheat
131.3453932,117.2551508,17.64578859,24.47107104,87.12263719,6.582895655,84.70023671,Wheat
80.13730964,189.7594308,11.50005196,14.42571159,46.86085494,3.470729998,126.0981499,Wheat
12.72062459,120.5992036,9.472536398,28.57544654,57.77641484,6.245661014,167.0942532,Wheat
181.5894934,85.93948718,177.0758359,34.5558831,68.62165386,2.260090346,94.52525005,Wheat
90.71074172,78.98223081,182.6902805,26.26219678,72.0925788,2.517258265,85.98106385,Wheat
127.415212,172.0684359,85.27146798,13.92163944,81.706404,9.712058007,273.6303045,Wheat
146.6817784,36.54307139,187.9384122,30.834275,74.28821402,4.677389113,180.1628049,Wheat
130.3796721,98.43373447,95.76493361,14.93226925,47.98573614,10.54631223,223.7895713,Wheat
78.77050605,46.42442161,119.4947903,21.52674606,37.89021247,7.463673889,167.9292559,Wheat
145.1853532,103.1217912,189.070543,30.09598589,57.56073277,8.329454611,119.55808,Wheat
127.6789053,15.85881078,81.64312901,31.76054336,82.22797755,10.51651028,89.26693563,Wheat
8.672640386,135.2578837,191.4623272,16.45764687,84.25075694,1.031894333,293.2158068,Wheat
94.60577224,75.25905204,64.84173913,39.63926133,77.62537608,11.83303798,157.2453256,Wheat
162.775902,192.6356666,141.8860429,22.4451265,85.37814596,4.636495997,201.338256,Wheat
107.6575259,108.2776349,92.72058613,26.33546753,53.08067549,6.905205659,138.6964065,Wheat
154.5401477,82.29092931,136.2248913,25.40884395,41.82205622,7.606120276,154.6150007,Wheat
75.66708583,169.5356206,158.5002338,29.3291043,85.58274613,7.28043873,168.1812258,Wheat
130.4113414,180.9253741,0.917927175,36.50494348,40.74450197,4.345492947,114.9753606,Wheat
171.4812275,66.33245828,47.15042167,26.28916677,56.33582875,1.312333101,251.3563295,Wheat
70.37083338,150.4820913,157.8268371,21.57993609,40.75962835,5.592454596,94.95632034,Wheat
158.992135,124.881694,180.9619289,42.15869854,75.63510314,5.334004631,197.3082082,Wheat
173.0951327,10.67370746,61.1727331,19.1666581,43.35554975,8.715856514,187.4849413,Wheat
101.7740073,48.60105028,66.63701407,16.59274916,80.9678825,5.319457995,131.6085606,Wheat
151.1155386,181.5004048,177.8310587,30.38300267,73.67130085,7.656054421,193.9946078,Wheat
54.0335297,140.8561369,108.516897,16.93792533,41.52379953,8.041034829,187.5813438,Wheat
69.58789288,57.2481684,194.5912559,33.1357639,61.24793614,11.0688875,274.5533407,Wheat
135.484893,193.0441228,160.3982027,39.90399684,73.91485322,2.800821279,256.9949135,Wheat
80.71361721,18.51348346,129.05039,32.68284617,68.9067749,6.371694997,106.8522664,Wheat
184.6023338,156.075979,160.3266045,17.09981097,51.15030202,9.433376378,179.3459731,Wheat
123.0973231,17.11394746,182.937525,17.3912265,52.37319341,5.791096812,276.5897712,Wheat
71.11939688,73.97366895,148.3640439,17.26718022,85.69113926,6.913234132,75.39009752,Wheat
55.91190289,35.78811041,133.108341,20.68504967,50.93801743,1.769326728,223.6580772,Wheat
135.7096111,60.77735237,6.058807257,18.85888384,54.5069129,9.247921411,270.4059109,Wheat
5.783386892,114.0534321,118.916823,37.03663002,52.38964457,4.479224694,153.3566132,Wheat
140.3748696,25.14875196,66.27450353,26.11032016,70.03710092,5.168253608,162.0813698,Wheat
138.5392113,79.42973747,98.75160248,18.70949741,63.62906631,4.929882369,64.6899323,Wheat
37.59281765,47.11405189,0,26.02950255,64.42820861,5.933707969,291.6573765,Wheat
140.5324764,53.09305912,70.10420528,41.57856709,67.65239384,6.476411429,252.8608697,Wheat
78.13701994,115.4667043,170.6500858,39.77725418,38.63701176,8.32264864,140.0663786,Wheat
96.07089479,96.69690176,94.28905155,29.41926526,81.50891914,5.134621292,285.809834,Wheat
61.91322432,126.7021957,63.97808037,25.21258384,81.51759859,9.25359886,214.7159161,Wheat
106.0823179,85.24724295,23.89177934,21.7071723,89.53358947,7.766266431,103.8957803,Wheat
167.9901357,149.3740594,21.51398729,22.52932087,78.52843364,7.608710371,90.2248539,Wheat
0.630636503,169.1659942,185.2157898,40.82269524,66.2443803,2.343656547,157.8259844,Wheat
203.9540125,110.8482901,172.2561779,12.80206991,77.11166566,7.062625096,192.6233131,Wheat
71.74035137,22.69897046,184.9178253,21.73869656,62.7101516,3.986435917,258.1402065,Wheat
193.9959585,52.03429086,164.9328594,14.04369048,44.71531649,6.264507003,196.9174105,Wheat
146.2073569,130.9440013,126.3511643,29.10440347,80.39086894,4.698234039,246.2163891,Wheat
114.3122637,43.41429193,112.1440498,28.25971821,65.02947899,4.763321602,118.8268888,Wheat
139.4280136,127.6502092,76.72648203,20.74367607,54.49706013,5.596121768,103.4414103,Wheat
154.7502946,101.7194687,185.0566576,33.16058894,64.69556337,8.124379005,296.4261944,Wheat
175.4445286,30.55701481,51.66651822,20.05764721,82.69254228,11.06504162,164.0990617,Wheat
136.9917906,181.5858502,98.84958067,23.48699966,49.45363291,8.206370446,237.7043891,Wheat
138.696618,137.7432149,169.8629232,20.30855228,56.36129652,9.580120565,147.1112668,Wheat
158.8571076,62.11039092,167.6963686,15.01398832,67.10859481,8.110093957,168.6498104,Wheat
84.43176145,26.82611244,30.18970644,36.10555494,70.26571671,1.352629906,174.8557612,Wheat
189.571398,124.8242075,178.6319781,22.80934093,77.58388383,5.044510206,173.2356119,Wheat
191.9192218,150.0202004,117.1386402,31.37473098,75.34412156,2.38541952,135.8643326,Wheat
155.1194261,24.17148786,152.616691,31.27717164,82.55884813,10.60091912,146.202201,Wheat
166.3306329,112.2988113,55.35811174,23.4610665,40.7911626,6.121903863,194.1824533,Wheat
74.9890267,25.15993245,117.160443,26.84867664,65.16354343,2.669584153,249.4476855,Wheat
158.8100445,21.12236903,124.2998821,18.1993739,52.31331427,4.494597341,85.64038639,Wheat
108.4864124,98.96376108,18.11865982,20.63784999,61.29517766,9.731595042,209.0429951,Wheat
93.05763337,157.2891557,87.56198874,19.2668862,47.04046765,10.8913382,167.4342847,Wheat
79.95861695,133.6635968,192.8658857,26.62094991,81.66295934,3.126616723,192.8222275,Wheat
164.5792828,89.3504881,77.49212935,42.84783232,79.37947983,8.157325366,299.5144534,Wheat
93.72455459,78.85173663,173.7200004,33.46394112,89.33383046,2.939933811,109.5655059,Wheat
14.26619601,45.89488066,100.7943381,26.65899537,62.38552599,10.35621467,272.1749137,Wheat
92.51736716,24.39870635,59.99642175,29.07409246,89.27596589,1.361695745,75.51362256,Wheat
56.1851698,194.1833243,45.62904649,29.66588375,56.27258903,1.02047849,88.47888051,Wheat
11.77430773,128.6696829,47.72901154,30.85346675,49.63023037,8.753927513,192.6861975,Wheat
92.30681241,116.6227772,106.6643561,16.35776759,50.84064918,8.685812574,72.71690598,Wheat
152.5124599,50.63745445,150.6611924,26.93556176,80.37794358,9.125630983,211.1629923,Wheat
30.92938434,85.36784988,155.3399761,18.13980693,84.78800936,5.690193237,223.524552,Wheat
15.12783575,169.0024669,141.0771355,30.28300174,46.45027705,6.991049924,278.7497587,Wheat
7.288558529,39.68110207,178.1356787,41.9386666,74.26800819,3.311255899,65.13412414,Wheat
118.9434332,160.962737,77.94779845,15.27006965,65.68373106,3.267386719,167.0542302,Wheat
53.01011237,149.9937444,171.5229041,26.95135468,76.18522678,9.166732349,50.15208688,Wheat
74.43918369,150.3711538,35.98039355,22.69831441,79.46165971,4.420138242,137.1971562,Wheat
153.5450103,191.8841879,83.28141202,34.32102421,69.62335924,9.357798935,122.1846666,Wheat
149.0574989,161.0586564,196.9100939,12.78910095,58.517281,9.445318364,231.1547445,Wheat
77.87167932,165.6875882,66.77693235,31.86576549,72.09742477,10.72871932,258.6455363,Wheat
73.22183262,154.9072686,53.50792429,19.62974368,45.13229677,7.075414686,105.3249439,Wheat
150.2375005,11.70791407,70.9051745,33.03595604,89.59116605,4.407250889,204.1473754,Wheat
140.6484392,194.9404794,48.50288505,23.31678619,49.0693053,3.319122172,55.16868807,Wheat
53.0025906,96.04072254,174.055256,15.23873386,57.26385982,7.766492924,119.8338242,Wheat
179.2238984,83.32158456,192.1066418,17.82230256,58.94895976,2.629269942,116.4302821,Wheat
119.5557674,70.61699715,118.5929447,29.28885321,52.63983294,6.211572641,285.5975058,Wheat
67.52347038,173.9665562,44.9977318,15.77569619,77.10932926,6.34270885,188.6837308,Wheat
162.268686,86.24530081,36.9278747,37.55350644,38.58644913,4.235825493,240.8082025,Wheat
196.5416403,83.76541488,20.47858744,36.6286543,51.46941567,5.120420061,209.6641409,Wheat
187.8272022,120.1626538,110.7284424,31.19891387,65.9991196,2.943246579,239.6539635,Wheat
14.30648657,121.8812226,18.43832182,37.8674984,63.40645298,1.596263337,262.0335799,Wheat
117.374824,189.9900437,153.0493715,24.43487671,59.97822519,4.75145145,91.7606101,Wheat
58.16456858,11.51997275,171.6329837,34.4932316,46.18881845,10.05872744,165.6767455,Wheat
143.5032811,88.23397257,68.9985838,18.798051,45.87902231,3.352886932,83.80481656,Wheat
83.53066984,17.92206539,92.9985748,29.98832919,65.2846404,6.070727823,174.6526205,Wheat
69.63939199,0,152.6943623,31.59006152,53.745857,3.7930721,259.8760145,Wheat
130.1490946,192.9718712,50.0631321,32.34673426,61.2705975,4.622679678,72.19143689,Wheat
196.5902183,61.83155012,144.0565761,24.19227657,82.66903108,1.796480049,179.9720016,Wheat
112.3489596,139.9722024,142.2090033,35.24192982,69.49360185,3.771008922,272.0342375,Wheat
45.70936712,22.43486598,159.3940452,16.88569295,73.38339696,2.356870537,81.03434546,Wheat
110.645729,163.3434099,135.8795996,32.20787214,88.49078882,5.081845453,258.4349975,Wheat
68.5641964,174.1574988,166.2875492,29.6795041,79.65203734,8.769794363,214.9048438,Wheat
168.742849,17.52159191,120.3366856,24.68804755,89.02201959,9.86178632,257.4715313,Wheat
182.6606263,182.6859114,5.143133511,34.72609916,59.50626073,10.81312358,158.6149535,Wheat
93.75647719,28.01601958,101.4047253,20.4040893,59.21227667,10.26093493,259.4483146,Wheat
113.6947258,143.7643653,160.7639323,17.34561327,43.01305779,8.305727702,74.83610121,Wheat
39.31853094,73.56222749,143.1741198,26.6929651,86.13253248,3.550573515,58.85873876,Wheat
45.85177593,23.80328647,25.42347747,38.92180402,69.62705131,8.22321713,147.9261306,Wheat
95.41061167,189.3587148,18.49152961,35.80296354,65.75128235,6.283621129,168.3921484,Wheat
106.7704793,123.9695597,185.2693039,19.25778411,80.73356646,3.314832829,111.4602491,Wheat
153.692465,46.6747763,80.18711498,20.50928494,63.74770337,1.984207171,220.7290517,Wheat
53.12574246,137.6475349,152.2050904,31.138843,89.32418365,11.25250725,275.9233114,Wheat
162.1788345,98.26096453,87.32926219,30.35813103,55.02203643,10.33321342,273.8348939,Wheat
42.37455719,143.1642572,96.671502,26.79417961,68.74146072,5.138298183,243.2726117,Wheat
4.897195013,149.7558601,6.590172243,27.96341522,83.53715684,2.68660862,266.4470579,Wheat
76.73584934,105.6328485,41.01368684,25.2076415,69.76984536,3.177861647,138.954387,Wheat
165.334069,173.8285625,4.007199316,31.145114,42.48676012,3.983797031,163.5220352,Wheat
174.4349164,167.8148221,30.44919522,33.91528308,54.75769884,1.823149712,111.755261,Wheat
100.751288,59.81530129,154.224813,28.094594,64.50699055,9.517616347,218.516183,Wheat
56.35963788,184.5116847,60.05843698,20.52721737,77.06711218,6.742396779,252.689718,Wheat
144.0625623,6.176030351,182.8652225,21.76908924,53.85240137,5.488611532,116.6557279,Wheat
65.84709747,96.23981926,83.91508739,38.73362337,45.17007066,6.590479283,153.2055548,Wheat
27.61421233,21.35785257,111.70828,27.85274548,51.57705387,6.894199851,124.7101207,Wheat
140.2814476,144.1254132,187.7069755,36.57627537,44.31169612,6.682099659,89.55126212,Wheat
66.62725919,25.55022886,102.9277491,27.99297402,77.62647308,9.25978804,196.7628897,Wheat
62.56273779,174.0316163,19.6188352,35.84956366,50.40744392,6.096742698,264.8888736,Wheat
50.29647819,135.9741582,42.69082303,24.26202671,57.16093788,3.084290338,283.858273,Wheat
197.9997189,145.3783789,150.2790336,28.52210716,58.441049,3.84754007,280.1584195,Wheat
137.2877385,82.47973031,21.82439339,15.38861479,61.84063199,6.410299474,84.7580694,Wheat
174.9912649,39.88434363,104.8467233,25.50979734,86.31951941,8.295079573,290.4791531,Wheat
128.2733127,5.705737726,56.44316645,31.19852085,80.24433061,2.915997699,160.2600678,Wheat
176.3718578,145.1559354,124.0613092,19.08874177,52.99308616,11.12064626,235.9942047,Wheat
43.57512401,37.33489967,15.61057672,44.49145215,71.91946886,10.22894651,136.4643451,Wheat
36.21422981,50.02784977,134.7691486,18.85552305,86.62562762,12.52459725,138.9877851,Wheat
19.05931365,152.5088444,112.5177323,16.65241058,54.77628082,6.46758333,183.1732172,Wheat
33.9239427,43.70643162,137.2577838,18.97447924,61.39365301,4.938529483,173.1491558,Wheat
22.5259537,22.95042436,112.5798031,13.70447891,42.27209504,11.90687674,292.6747059,Wheat
51.52656019,6.777299316,28.54857265,34.65294116,46.94299842,7.920341229,228.7042833,Wheat
74.16621355,162.0453281,90.8073745,15.70947591,67.14357194,9.194106778,295.2198241,Wheat
30.87122674,61.17037255,62.48513133,24.44989959,68.98300113,4.670334156,105.3349667,Wheat
175.5232781,73.65697851,191.9775123,36.62034206,69.9821933,11.80641712,63.69480172,Wheat
139.8664025,144.7769824,58.93675592,41.84722972,78.79535761,8.343790849,153.8982357,Wheat
94.50425768,112.2307853,26.75340714,18.71965811,56.80895014,1.881948511,120.0086592,Wheat
174.5091797,41.46243402,65.40917514,27.21686165,73.68465336,1.720492317,77.51608704,Wheat
138.8238472,54.74439414,157.5772374,12.80945563,75.87533495,5.22193662,142.9508606,Wheat
67.71370281,84.71090277,136.1427327,38.67512417,72.10830298,8.10878043,115.3892698,Wheat
188.0177203,60.28285737,106.8214055,16.35431475,89.50812157,9.662374922,289.0858818,Wheat
35.83169786,33.41590724,53.25003998,19.42521338,78.3933554,10.13579226,55.05793896,Wheat
5.75972925,20.31806932,166.3784861,27.05182012,47.09886957,3.069696963,102.2780315,Wheat
133.2524269,178.4315813,179.2716468,33.60263907,88.1454349,5.646270531,233.5017584,Wheat
43.98865747,49.63476472,76.71456651,26.78203395,64.92070426,10.11980635,247.2143974,Wheat
127.187029,182.7430498,146.5496553,19.35840866,59.34422,9.320573982,230.7502999,Wheat
151.7046109,131.826584,1.102956193,21.09317559,52.01980754,6.998943752,168.854445,Wheat
95.50740058,42.63341908,83.47397112,23.09930082,76.23691788,6.281517479,241.9801115,Wheat
178.7213594,188.1858175,65.02302073,17.65893995,78.49732536,4.918298711,286.2327815,Wheat
15.81345384,80.97896938,87.88218967,37.15202705,86.49220286,9.766485519,187.1666424,Wheat
87.70261165,89.935762,122.5217376,30.22368274,50.98530221,1.307353455,114.3089603,Wheat
136.716608,194.2083625,153.3410948,37.23332146,64.51023482,4.718484376,128.1887942,Wheat
75.9036559,182.6934402,80.21570746,29.58360386,75.67918045,5.613539232,165.1262886,Wheat
142.4308027,124.7738643,14.51314545,23.63460141,50.41447154,6.75707054,65.06262351,Wheat
19.21243081,73.77470397,131.6262353,25.61369277,83.09752045,7.747667852,268.1432068,Wheat
110.4894687,54.34065942,179.5317232,21.30371431,56.65828232,8.92423062,162.0634671,Wheat
92.87113596,13.88389157,202.7632116,42.2334622,67.11425117,6.176907312,176.206059,Wheat
109.0390366,40.40994804,54.67176332,24.26553709,38.11507763,6.027383472,226.5073971,Wheat
86.13428778,61.06970748,192.964466,14.52276675,60.81261144,4.042971212,257.5123181,Wheat
38.0325916,152.6303105,176.3461688,26.47522774,64.16903164,4.68450791,52.81194323,Wheat
143.3335951,201.3363191,5.720627797,34.21642155,44.0364463,6.838009911,252.305498,Wheat
102.1970388,84.05706975,5.23946031,29.29905209,41.08906068,5.372196812,250.3983608,Wheat
33.64803263,60.11689491,28.43226354,24.83324152,48.24620634,2.973670275,59.88644081,Wheat
129.2867707,30.17547956,11.24950859,19.99867258,55.19900832,11.04141854,275.8990214,Wheat
1.305871498,86.32527631,15.4388611,30.71418435,71.38554591,4.306830181,197.2939755,Wheat
187.3869314,70.63480454,41.35486365,21.50057521,86.14067538,6.304042887,260.8847315,Wheat
155.0533128,139.029956,84.23049203,15.4690845,72.98073474,2.431028711,138.8373759,Wheat
49.09450585,63.01790121,198.0433996,14.84004081,40.29229002,2.430433488,92.70541154,Wheat
30.56854589,123.3163667,98.06170564,18.9403526,54.42622341,8.404469898,260.3619479,Wheat
33.29539364,118.070876,38.82741971,30.7980415,85.94170661,2.93909989,152.6421728,Wheat
34.69757174,45.32846578,144.8280105,29.98748791,64.23868366,3.727157505,153.3144664,Wheat
47.31168144,106.9913587,163.5540726,29.51580538,55.61870107,11.71301282,291.6957063,Wheat
92.62719603,0,92.40883954,39.84999451,47.76444299,3.687435522,89.69322828,Wheat
56.22336673,181.0370708,94.9954595,41.96850448,87.34334446,6.481811027,62.2223442,Wheat
39.7750376,43.70237853,176.3165705,38.00309891,41.85302196,11.54990699,68.53024179,Wheat
170.6381795,38.643077,34.35315155,37.63022962,76.84737003,4.695589715,162.0496382,Wheat
160.1080781,46.82833897,82.49821083,28.1228902,42.658574,5.950176833,71.56848336,Wheat
5.452635337,55.98431672,188.347237,27.51702807,51.10154723,3.264869647,214.7771715,Wheat
144.3861655,127.9130967,159.2608718,13.64350721,78.38632898,6.800596334,105.0841387,Wheat
89.24749436,102.5026494,62.17465365,21.14748288,65.71965381,3.024222466,244.1287105,Wheat
29.61290349,106.1311132,187.1934414,29.35593673,61.46825477,8.828725615,81.56230426,Wheat
66.43588777,200.7522544,5.935053045,29.3798764,63.31463573,2.136547358,65.71474156,Wheat
96.13064543,96.45991684,123.2566512,16.02224192,51.95388237,8.833820351,175.3205101,Wheat
145.3155043,62.31364399,162.1127038,13.51945971,58.91561617,3.273118155,168.5606768,Wheat
120.9982088,171.7951659,55.92277707,31.38948478,43.34721786,11.34021764,242.461631,Wheat
136.4975336,68.0179156,70.4425346,43.16398606,68.51444251,10.13624762,169.0870566,Wheat
167.2570582,9.115194249,123.6783699,17.43085222,60.33271822,5.659663421,281.8539188,Wheat
40.52995568,183.5169462,39.06201734,23.39241474,69.5222956,5.131358881,273.5920043,Wheat
150.0229611,89.77722709,121.399081,14.43558176,70.19785676,2.545801122,67.6309681,Wheat
12.93908937,89.84330436,45.44334475,30.02447082,50.81280585,5.932076859,65.09377883,Wheat
41.41200785,136.3549677,28.12189565,38.57999514,75.486667,4.326217122,238.0674578,Wheat
104.6831485,194.0884453,87.80514098,22.42016573,78.76719755,7.643431492,134.8426671,Wheat
161.1464435,83.49201007,40.62356418,22.61992135,52.04303954,11.37187847,275.7932438,Wheat
187.2202915,129.7720957,147.9105242,39.71821843,53.42623332,5.450095994,154.7051501,Wheat
176.385926,106.5390836,32.65880577,21.06134823,67.53853458,6.549610445,280.4401519,Wheat
156.3057414,76.66211731,198.7063283,36.93885928,58.70168517,6.683074132,133.6173651,Wheat
151.3723616,161.6848617,140.1926961,34.20181562,43.20350484,7.857647981,191.3113397,Wheat
185.161031,110.4860469,155.3170669,39.20289162,72.90118469,5.066214775,243.6778949,Wheat
135.1884171,74.39997544,106.8737865,39.85475217,80.09202107,5.678637245,71.27863225,Wheat
98.09577776,72.5946596,98.36894217,33.96210818,62.33540521,11.56887863,229.1843886,Wheat
135.2260363,60.00121151,132.2728139,36.47262012,92.73304042,9.43683389,131.0253315,Wheat
184.0139975,170.0836794,51.61211827,20.37402928,81.26932554,6.366794291,132.2095814,Wheat
38.9429808,133.5768918,123.921965,23.91013207,76.32158108,6.049640709,81.94586498,Wheat
127.3575059,1.445470755,30.76507185,22.71735458,86.56104179,11.56012044,92.90227277,Wheat
174.0199142,126.6181734,136.1253091,17.367159,54.81596552,8.571069901,69.26392503,Wheat
